,actual,predicted,actual_return,predicted_change,position,strategy_return,position_change,transaction_costs,strategy_return_net,cumulative_market,cumulative_strategy
2015-10-09,40.8781623840332,42.181126,,0.03187431089967166,1,,,,,1.0,1.0
2015-10-12,40.782501220703125,42.08274,-0.0023401532199853747,0.03188229078819271,1,-0.0023401532199853747,0.0,0.0,-0.0023401532199853747,0.9976598467800146,0.9976598467800146
2015-10-13,40.599857330322266,42.08274,-0.004478486726266384,0.03652435133710777,1,-0.004478486726266384,0.0,0.0,-0.004478486726266384,0.9931918403988814,0.9931918403988814
2015-10-14,40.8868522644043,42.08274,0.007068865581152828,0.029248730412251338,1,0.007068865581152828,0.0,0.0,0.007068865581152828,1.0002125800149588,1.0002125800149588
2015-10-15,41.32173538208008,42.08274,0.01063625820015468,0.018416588620364476,1,0.01063625820015468,0.0,0.0,0.01063625820015468,1.0108510992710409,1.0108510992710409
2015-10-16,41.41740417480469,42.181126,0.002315217205667075,0.018439626559914764,1,0.002315217205667075,0.0,0.0,0.002315217205667075,1.0131914391284407,1.0131914391284407
2015-10-19,41.54787826538086,42.199688,0.00315022375679308,0.015688158327110607,1,0.00315022375679308,0.0,0.0,0.00315022375679308,1.0163832188701625,1.0163832188701625
2015-10-20,41.05210876464844,42.178867,-0.011932486601740955,0.02744703279188787,1,-0.011932486601740955,0.0,0.0,-0.011932486601740955,1.0042552397287599,1.0042552397287599
2015-10-21,41.77399063110352,42.299816,0.017584525817994745,0.012587389726102969,1,0.017584525817994745,0.0,0.0,0.017584525817994745,1.0219145919196266,1.0219145919196266
2015-10-22,45.983585357666016,44.91229,0.10077071074526867,-0.023297371954836776,0,0.10077071074526867,1.0,0.0005,0.10027071074526867,1.1248936516683286,1.124382694372369
2015-10-23,47.183837890625,45.92958,0.026101760522222683,-0.026582348071301064,0,0.0,0.0,0.0,0.0,1.1542553563771438,1.124382694372369
2015-10-26,46.69676208496094,47.171688,-0.010322937417535538,0.010170426677741765,1,-0.0,1.0,0.0005,-0.0005,1.1423400505694075,1.1238205030251829
2015-10-27,46.94900131225586,46.56934,0.0054016427699203895,-0.00808668021569789,0,0.0054016427699203895,1.0,0.0005,0.004901642769920389,1.1485105634443562,1.1293290696685245
2015-10-28,46.40977096557617,46.79866,-0.0114854487125996,0.008379470629850642,0,-0.0,0.0,0.0,-0.0,1.1353194042720371,1.1293290696685245
2015-10-29,45.78355026245117,45.957016,-0.013493294409694268,0.0037888221373262847,0,-0.0,0.0,0.0,-0.0,1.1200002053011557,1.1293290696685245
2015-10-30,46.305397033691406,46.300934,0.01139812811039742,-9.638608211336288e-05,0,0.0,0.0,0.0,0.0,1.1327661111248497,1.1293290696685245
2015-11-02,47.09687042236328,46.243935,0.017092465228103038,-0.018110243491054143,0,0.0,0.0,0.0,0.0,1.1521278764908247,1.1293290696685245
