ticker,model,train_rmse,train_mae,train_mape,test_rmse,test_mae,test_mape
MSFT,XGBoost,2.1323754786025293,1.4144794371995064,0.8711948831556052,91.70602073852727,79.51564673221472,17.52323157535408
