ticker,model,train_rmse,train_mae,train_mape,test_rmse,test_mae,test_mape
AAPL,XGBoost,0.046677438395772104,0.03527454580321447,0.06601663608208384,36.75450048008748,28.74808505087188,12.362241738718332
