ticker,model,train_rmse,train_mae,train_mape,test_rmse,test_mae,test_mape
GOOGL,XGBoost,1.0142304164337457,0.6973225086024313,0.9092088820006002,47.45942623219619,33.77842400290749,16.680293832399943
